,svcscan.nservices,svcscan.kernel_drivers,dlllist.avg_dlls_per_proc,pslist.avg_handlers,handles.nmutant,handles.nkey,handles.nsemaphore,dlllist.ndlls,svcscan.process_services,pslist.avg_threads,ldrmodules.not_in_load,ldrmodules.not_in_load_avg,malfind.uniqueInjections,svcscan.nactive,malfind.commitCharge,ldrmodules.not_in_init_avg,callbacks.ncallbacks,pslist.nppid,psxview.not_in_ethread_pool_false_avg,malfind.ninjections
13579,392,222,46.44365241,253.3115771,512,1193,919,3019,24,10.80341547,118,0.038549898,1.833333333,126,60,0.058678263,87,19,0.018452253,11
24768,395,222,50.775,299.4519033,384,863,731,2031,27,13.37404834,65,0.032679739,1.333333333,123,5,0.051784816,88,13,0.0,4
46219,389,221,40.675,220.625,265,685,661,1627,24,11.125,50,0.029850746,1.0,122,65,0.052537313,86,16,0.024390244,4
24852,395,222,51.01777123,302.5929185,387,865,839,2172,27,12.97975574,70,0.032969176,1.25,124,6,0.051970347,88,12,0.022946174,5
2246,395,222,50.82396718,302.3695954,399,931,772,2096,27,13.25539908,69,0.033641399,1.271078683,123,5,0.05235054,88,12,0.006022481,4
56007,389,221,38.48717949,209.5128205,235,688,626,1501,24,9.769230769,44,0.029081295,1.142857143,119,3,0.053536021,87,16,0.025641026,8
22153,395,222,48.43181818,277.6156553,349,833,760,2131,27,12.59400237,70,0.032956685,1.25,123,6,0.052259887,88,14,0.0,5
49486,389,221,37.0,201.175,233,682,604,1480,24,9.475,43,0.028820375,1.0,119,3,0.053619303,86,16,0.05,3
36470,389,221,38.20930233,205.9302326,262,691,648,1643,24,10.55813953,47,0.027827117,1.0,122,3,0.052693902,86,17,0.085106383,3
52634,389,221,39.0,213.0263158,236,679,598,1482,24,9.973684211,44,0.029372497,1.0,119,3,0.054072096,86,15,0.095238095,3
6226,395,222,52.23809524,306.1346293,403,877,780,2194,27,13.30952381,79,0.036472761,1.25,125,6,0.054939982,88,12,0.0,5
33035,389,221,39.31428571,214.3714286,223,596,572,1376,24,10.34285714,43,0.03073624,1.0,118,2,0.055039314,88,14,0.054054054,2
5620,395,222,49.81109565,295.7220661,359,809,745,2080,27,13.28698658,70,0.034371182,1.371696882,124,4,0.053617226,88,12,0.0,3
33970,389,221,38.0,199.5813953,265,686,615,1634,24,9.395348837,46,0.027429934,1.0,122,4,0.052474657,86,17,0.022727273,4
1334,395,222,49.76923077,292.1538462,329,801,723,1941,27,12.82051282,63,0.033386328,1.5,123,4,0.051934287,88,12,0.0,3
54076,389,221,40.05128205,220.6923077,259,654,640,1562,24,11.43589744,47,0.029228856,1.0,122,3,0.052860697,88,15,0.113636364,3
49081,389,221,32.25454545,167.5454545,284,712,704,1774,24,8.309090909,52,0.028540066,12.16666667,122,18679,0.056531284,86,19,0.133333333,73
13549,392,222,47.12605769,256.8669488,482,1175,857,2591,24,11.05292905,110,0.042721875,1.344622508,127,45,0.062739702,87,20,0.086700843,12
36520,389,221,36.75555556,196.2,270,690,621,1654,24,9.511111111,61,0.037515375,1.0,123,3,0.061500615,55,18,0.0,3
31,393,222,48.94,274.34,466,1320,990,2447,25,11.4,109,0.043253968,1.777777778,127,81,0.062698413,87,22,0.038461538,16
38628,389,221,37.975,203.575,232,699,604,1519,24,9.425,47,0.030559168,1.0,119,4,0.055916775,86,16,0.0,4
24878,395,222,48.61967028,286.1751899,348,829,747,2090,27,12.48129748,72,0.034604645,1.333333333,123,5,0.052868207,88,12,0.104166667,4
36679,389,221,37.81395349,198.3953488,264,694,624,1626,24,9.279069767,46,0.027644231,1.0,122,3,0.052884615,87,17,0.044444444,3
55331,389,221,39.14634146,207.804878,267,669,642,1605,24,9.731707317,46,0.027997565,1.0,122,3,0.05356056,86,16,0.088888889,3
31711,389,221,38.925,208.6,262,669,608,1557,24,9.85,45,0.028213166,1.0,122,3,0.052664577,87,16,0.111111111,3
24782,395,222,51.83333333,302.4224412,402,877,772,2177,27,13.23367542,79,0.036761284,1.25,123,6,0.055374593,88,12,0.023255814,5
14086,395,222,49.66030147,281.117795,370,832,757,2165,27,12.50187098,83,0.038477844,1.25,123,6,0.056985941,88,12,0.006903882,5
23469,395,222,49.625,291.9396082,333,803,729,1985,27,12.83960819,64,0.033126294,1.5,122,4,0.051759834,88,12,0.0,3
5980,392,222,45.20382672,269.1888845,403,940,742,1869,24,11.6841443,80,0.04247339,1.64639067,126,7,0.062562598,87,17,0.25941057,5
54133,389,221,38.05263158,209.5,230,667,596,1446,24,9.815789474,43,0.029351536,1.0,119,3,0.053924915,87,15,0.159090909,3
381,392,222,44.46341463,259.2926829,384,886,735,1823,24,11.24390244,83,0.044768069,1.333333333,127,5,0.065264293,87,16,0.215686275,4
14476,395,222,51.52495533,299.5349498,403,884,773,2204,27,13.10397681,79,0.0366482,1.25,124,6,0.055381227,88,12,0.017761622,5
38541,385,220,36.78125,193.90625,186,430,406,1177,23,12.34375,38,0.031301483,1.0,116,2,0.056836903,88,13,0.0,2
30755,389,221,38.61538462,211.0,237,704,617,1506,24,9.871794872,45,0.029450262,1.0,119,25,0.053664921,86,16,0.095238095,4
41476,389,221,39.16216216,216.1351351,231,672,594,1449,24,10.13513514,43,0.029251701,1.0,119,3,0.053741497,86,15,0.159090909,3
54385,389,221,39.05405405,215.4864865,230,667,596,1445,24,10.21621622,43,0.029472241,1.0,119,3,0.054146676,86,15,0.0,3
23775,395,222,50.95238095,296.7261233,385,917,774,2140,27,12.85714286,73,0.034695817,1.333333333,125,5,0.052281369,88,12,0.023809524,4
53065,389,221,38.8974359,208.3589744,237,681,608,1517,24,9.794871795,46,0.030006523,1.75,119,30,0.054794521,86,17,0.0,7
16293,395,222,48.93263445,279.2932302,377,826,747,2151,27,12.32964179,79,0.036777871,1.25,123,6,0.055800855,88,12,0.021551152,5
42597,389,221,42.53030303,192.969697,337,1655,858,2807,24,8.772727273,86,0.03006993,1.0,119,3,0.050699301,86,42,0.277108434,3
18100,395,222,49.76923077,291.3179079,329,801,723,1941,27,12.70231907,63,0.033386328,1.5,123,4,0.051934287,88,12,0.0,3
7000,395,222,50.4050831,296.4151693,395,893,818,2217,27,12.88484404,74,0.034078017,1.232218963,123,6,0.053298004,88,13,0.0,5
48719,389,221,40.15384615,221.8205128,260,659,640,1566,24,11.51282051,48,0.029758215,1.0,122,3,0.053316801,86,15,0.113636364,3
38512,389,221,39.17073171,209.5609756,267,669,642,1606,24,10.09756098,45,0.027289266,1.0,122,3,0.051546392,87,16,0.068181818,3
32797,389,221,38.76190476,209.7857143,262,683,650,1628,24,10.78571429,48,0.028656716,1.0,122,4,0.053134328,87,16,0.066666667,4
56469,389,221,39.65909091,217.5454545,280,777,704,1745,24,11.02272727,55,0.03057254,1.0,122,4,0.054474708,86,17,0.0,4
13529,392,222,43.68511642,256.1008161,349,936,721,1829,24,10.9368158,80,0.043229412,1.630103836,126,6,0.064157903,87,16,0.225238266,4
37750,389,221,39.0,214.1891892,230,664,594,1443,24,10.10810811,42,0.028905712,1.0,118,3,0.053682037,87,15,0.0,3
16696,395,222,52.06860088,308.0504881,385,888,767,2082,27,13.88031454,76,0.036710791,1.25,123,6,0.054584508,88,12,0.002592457,5
13459,392,222,47.8246935,274.0321139,471,1195,900,2582,24,11.69424872,107,0.040834065,1.735454343,126,60,0.060645775,87,19,0.084745763,11
25140,395,222,48.32916962,272.5722397,357,820,752,2146,27,12.23234836,75,0.035038625,1.275898397,123,5,0.054161102,88,13,0.009572489,4
72,392,222,44.71666667,256.15,480,1243,929,2683,24,10.5,110,0.040381791,1.714285714,126,61,0.06020558,87,21,0.081967213,12
38465,389,221,39.1025641,211.8205128,257,682,604,1525,24,10.05128205,44,0.028277635,1.0,121,3,0.052699229,87,15,0.113636364,3
46808,389,221,39.31428571,214.4857143,223,603,570,1376,24,10.28571429,42,0.030042918,1.0,119,2,0.054363376,87,14,0.0,2
57180,385,220,36.78125,182.65625,186,430,406,1177,23,10.3125,36,0.02970297,1.0,116,2,0.055280528,88,13,0.0,2
45502,389,221,39.66666667,205.7333333,282,804,674,1785,24,9.711111111,50,0.027262814,1.0,122,3,0.051254089,87,18,0.0625,3
43273,389,221,37.95238095,202.952381,243,722,640,1594,24,9.761904762,56,0.034589253,1.0,119,3,0.059913527,86,18,0.0,3
15604,392,222,46.22257823,255.8190694,510,1189,859,2634,24,11.72921416,111,0.042217926,1.3,129,46,0.062687513,87,20,0.05,13
46648,389,221,39.02702703,213.8648649,230,664,594,1444,24,10.02702703,42,0.028865979,1.0,118,3,0.053608247,87,15,0.0,3
5329,395,222,50.61493113,295.4388054,381,854,764,2177,27,13.1612387,79,0.036842014,1.25,123,6,0.055496199,88,13,0.01111227,5
26709,392,222,42.92718186,245.2518702,345,930,794,1931,24,10.40493217,87,0.044656634,1.176849562,127,7,0.066034963,87,17,0.114513705,6
35023,389,221,44.66666667,257.0,243,589,611,1340,24,12.26666667,34,0.024799416,1.0,121,2,0.04595186,86,10,0.210526316,2
26483,395,222,50.46511628,282.2573806,379,826,759,2170,27,12.5051326,86,0.039467646,1.25,122,6,0.05782469,88,12,0.019553428,5
17078,395,222,50.2347323,289.7223304,358,842,749,2074,27,12.87617307,75,0.036329317,1.25,124,6,0.054840116,88,12,0.023649521,5
22172,395,222,49.76190476,292.0238095,360,808,746,2090,27,12.8255256,73,0.035505837,1.333333333,123,5,0.054961089,88,12,0.0,4
28167,395,222,49.48780488,294.2235787,337,805,735,2029,27,12.8960513,65,0.032878098,1.5,122,4,0.051593323,88,12,0.0,3
41239,389,221,40.07692308,220.7179487,259,661,640,1563,24,11.43589744,47,0.02921069,1.0,122,3,0.052827843,87,15,0.113636364,3
11250,395,222,51.88095238,302.8662192,402,877,772,2179,27,13.33333333,78,0.03627907,1.25,124,6,0.054883721,88,12,0.045454545,5
50153,389,221,38.14634146,203.6585366,239,755,614,1564,24,10.19512195,47,0.029671717,53.0,120,457,0.053661616,86,16,0.113636364,265
47703,389,221,39.26315789,214.3421053,252,677,598,1492,24,10.05263158,44,0.029081295,1.0,119,3,0.053536021,86,15,0.095238095,3
22748,392,222,43.54183347,253.1684081,315,844,707,1741,24,10.63044436,72,0.041290946,1.5,126,4,0.062326473,87,16,0.229640968,3
42673,389,221,39.075,209.2,262,669,606,1563,24,9.925,45,0.028037383,1.0,123,3,0.052336449,86,16,0.047619048,3
32414,389,221,39.10810811,215.5945946,230,674,596,1447,24,10.10810811,43,0.029452055,1.0,119,3,0.054109589,87,15,0.0,3
12102,395,222,50.025,300.3835399,332,767,739,2001,27,13.35838497,63,0.032192131,1.5,124,4,0.051609607,88,12,0.047619048,3
41432,389,221,38.81818182,204.9090909,307,737,662,1708,24,9.863636364,47,0.026795895,1.0,123,4,0.051311288,87,17,0.0,4
22839,392,222,43.6586913,254.3604478,362,992,742,1938,24,10.69845717,79,0.040557853,1.5,126,8,0.061620069,87,18,0.189988482,6
15046,395,222,52.6097561,308.6214414,424,932,768,2157,27,13.28844796,88,0.040627886,1.2,123,7,0.058171745,88,12,0.004134134,6
30735,389,221,39.24324324,215.8918919,230,668,596,1452,24,10.13513514,43,0.029192125,1.0,120,3,0.053632043,86,15,0.119047619,3
16519,395,222,49.625,292.5556676,333,803,729,1985,27,12.79433236,64,0.033126294,1.5,123,4,0.051759834,88,12,0.0,3
43915,389,221,38.0,200.425,236,645,616,1520,24,9.75,56,0.036012862,1.0,119,2,0.061093248,86,17,0.0,2
40500,389,221,38.94736842,268.8684211,231,2629,606,1480,24,9.973684211,43,0.028781794,1.0,119,3,0.053547523,87,16,0.208333333,3
29129,395,222,52.18380755,308.0978321,401,898,764,2087,27,13.77350944,77,0.037601921,1.25,123,6,0.055918263,88,12,0.019366775,5
25149,392,222,47.3355182,273.1531012,446,1137,831,2125,24,11.65727929,94,0.043165892,1.791432309,123,77,0.063221532,87,17,0.044256433,12
6454,392,222,52.38330347,303.1923743,556,1490,1013,2597,24,12.46389264,137,0.051007473,1.733956705,124,85,0.069035047,87,18,0.0,19
4315,395,222,48.93181818,286.2045455,347,791,751,2153,27,12.5024949,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
17902,392,222,47.05004964,272.0886466,438,1023,811,2354,24,11.99089188,93,0.038802555,1.25,126,6,0.058807938,87,17,0.057577598,5
35694,389,221,38.27272727,201.0227273,269,692,659,1684,24,9.795454545,48,0.027729636,1.0,122,3,0.052570768,87,17,0.022222222,3
779,395,222,51.95121951,313.097561,383,864,770,2130,27,13.56097561,70,0.033444816,1.666666667,124,7,0.052078356,88,13,0.0,5
17807,392,222,45.56430157,250.4787828,508,1200,873,2645,24,11.19797828,110,0.041901619,1.406778885,128,50,0.062222136,87,20,0.066761802,13
54895,389,221,38.5,205.125,234,697,613,1540,24,9.625,49,0.031430404,1.0,119,3,0.05644644,86,16,0.0,3
13754,395,222,48.65217391,272.9803919,385,844,760,2238,27,12.05828502,87,0.038701068,1.2,124,7,0.057829181,88,12,0.003974258,6
52009,389,221,37.53333333,197.7777778,273,700,655,1689,24,9.466666667,51,0.02937788,1.0,122,93,0.052995392,86,19,0.12244898,5
8509,395,222,50.02730145,299.8527728,353,800,752,2123,27,13.31131068,75,0.036106705,1.333333333,124,5,0.055443453,88,12,0.034935685,4
17316,395,222,48.93181818,286.7954545,347,791,751,2153,27,12.53503522,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
57886,389,221,40.23076923,221.1794872,259,660,640,1569,24,11.43589744,46,0.02850062,1.0,123,3,0.05204461,86,15,0.093023256,3
16664,392,222,47.34017279,270.8875833,425,1035,772,2035,24,11.53488372,91,0.043859298,1.629343334,124,30,0.063979073,87,16,0.096770705,9
33052,389,221,39.28205128,212.4871795,257,683,604,1532,24,10.1025641,44,0.028150992,1.0,122,3,0.052463212,87,15,0.048780488,3
257,392,222,44.64,255.82,382,1003,788,2232,24,11.66,83,0.036839769,1.2,127,7,0.058144696,87,19,0.090909091,6
1640,395,222,49.53846154,282.724943,321,774,726,1932,27,12.91188891,66,0.034357106,1.333333333,124,5,0.053097345,88,12,0.025,4
46625,389,221,39.05128205,210.4871795,257,658,598,1523,24,9.974358974,44,0.02833226,1.0,121,3,0.05280103,86,15,0.093023256,3
1057,392,222,45.2173913,262.673913,351,924,769,2080,24,11.67391304,81,0.038388626,1.333333333,126,5,0.059241706,87,17,0.098039216,4
2722,392,222,45.18893186,249.0125424,507,1206,882,2651,24,11.27564432,110,0.041596977,1.467163721,128,53,0.061837316,87,21,0.076240817,14
4690,395,222,49.76923077,293.4587766,329,801,723,1941,27,13.07526595,63,0.033386328,1.5,123,4,0.051934287,88,12,0.0,3
44537,389,221,40.0,220.1794872,259,652,640,1560,24,11.38461538,47,0.029265255,1.0,121,3,0.052926526,86,15,0.071428571,3
20451,395,222,48.93181818,286.5,347,791,751,2153,27,12.53483821,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
47707,389,221,39.05405405,215.2432432,230,666,594,1445,24,10.21621622,42,0.028846154,1.0,119,3,0.053571429,86,15,0.0,3
46133,385,220,42.54545455,231.9090909,170,353,376,936,23,13.77272727,25,0.026041667,1.0,114,1,0.047916667,88,8,0.0,1
36452,389,221,29.15789474,155.5438596,268,700,655,1662,24,7.49122807,49,0.028908555,2.5,122,90,0.053097345,87,17,0.3,10
53608,389,221,39.76923077,217.4358974,259,654,634,1551,24,10.74358974,47,0.029430182,1.0,122,3,0.053224796,86,15,0.133333333,3
41578,389,221,37.61538462,205.5128205,231,674,602,1467,24,9.717948718,42,0.028416779,1.0,119,56,0.052774019,86,16,0.025641026,4
10499,395,222,49.625,291.9030295,333,803,729,1985,27,12.76546124,64,0.033126294,1.5,122,4,0.051759834,88,12,0.0,3
15331,395,222,43.19565217,256.928689,333,805,734,1987,27,11.72985284,8,0.028880866,1.5,124,4,0.122743682,88,12,0.333333333,3
25989,395,222,50.46511628,285.2715663,379,826,759,2170,27,12.83545904,86,0.039467646,1.25,122,6,0.05782469,88,12,0.0,5
41335,389,221,38.17073171,203.6829268,245,708,621,1565,24,9.512195122,46,0.028785982,68.25,121,361,0.053817272,87,16,0.046511628,273
35347,389,221,38.33333333,209.1111111,224,604,572,1380,24,10.13888889,44,0.031361368,1.0,119,2,0.055595153,86,15,0.027777778,2
2716,392,222,42.60219352,245.7392951,336,903,723,1858,24,10.40409241,81,0.043388643,1.28031143,126,5,0.06490124,87,17,0.159026251,4
21934,395,222,48.65116279,286.473564,347,818,742,2092,27,12.74756515,65,0.031862745,1.5,124,4,0.050980392,88,12,0.000825575,3
11339,392,222,44.75200756,265.5778664,396,894,739,1856,24,11.70264027,78,0.041772965,1.63860173,126,6,0.062301475,87,17,0.2408353,4
13259,395,222,49.53846154,280.321228,321,774,725,1932,27,12.35171118,66,0.034357106,1.333333333,124,5,0.053097345,88,12,0.025,4
47449,389,221,38.56097561,210.902439,261,660,648,1581,24,10.90243902,47,0.028905289,1.0,122,3,0.052890529,87,16,0.090909091,3
38159,389,221,39.3255814,209.9534884,282,736,666,1691,24,10.62790698,51,0.029293509,1.0,122,3,0.053417576,87,17,0.022727273,3
22397,395,222,49.55999324,297.701463,335,780,741,2066,27,13.02233185,67,0.033250887,1.5,124,4,0.05283639,88,12,0.007079516,3
41557,339,197,29.83783784,197.9761905,221,563,578,1104,18,9.380952381,174,0.375809935,1.0,103,1,0.403887689,53,17,0.066666667,1
8345,392,222,42.54913188,248.3146138,368,882,735,1898,24,11.0965651,77,0.040201106,1.44793962,126,4,0.06171701,87,17,0.117372812,3
4968,395,222,48.93023256,285.2173553,343,820,748,2104,27,12.61040867,65,0.031676413,1.5,123,4,0.050682261,88,14,0.0,3
32646,389,221,36.625,195.1,229,646,594,1465,24,9.225,49,0.032841823,1.0,120,3,0.057640751,86,16,0.05,3
29479,389,221,39.13513514,215.6756757,231,672,594,1448,24,10.16216216,43,0.029452055,1.0,119,3,0.054109589,87,15,0.0,3
50357,389,221,37.84615385,202.4358974,230,640,603,1476,24,9.769230769,46,0.030646236,1.6,119,5,0.055296469,87,16,0.025641026,8
13775,395,222,51.95121951,313.3801109,383,864,770,2130,27,13.62376448,70,0.033444816,1.666666667,124,7,0.052078356,88,13,0.0,5
5611,392,222,49.21428571,281.4274901,429,1252,825,2067,24,11.46026597,102,0.047819972,2.0,124,77,0.067041725,87,16,0.08634381,12
21808,392,222,46.77915891,263.8755313,407,1040,804,2372,24,11.41122069,100,0.041358268,1.212003646,126,8,0.061477686,87,18,0.062460817,7
58203,389,221,38.68292683,210.1463415,274,713,642,1586,24,10.12195122,45,0.028072364,1.6,119,111075,0.052401747,87,16,0.111111111,8
41530,389,221,39.56756757,219.6216216,242,672,600,1464,24,11.2972973,42,0.028436019,2.0,119,4268,0.052809749,86,15,0.0,22
36500,389,221,33.26785714,171.0535714,292,763,713,1863,24,8.107142857,51,0.02667364,16.71428571,122,25569,0.054916318,87,21,0.017857143,117
37801,389,221,39.7,215.175,265,667,635,1588,24,10.65,46,0.028169014,1.0,123,3,0.052051439,86,16,0.047619048,3
53217,389,221,39.02702703,214.9459459,230,671,594,1444,24,10.16216216,42,0.028885832,1.0,119,3,0.053645117,86,15,0.0,3
49637,389,221,39.24324324,215.8378378,230,668,596,1452,24,10.13513514,43,0.029231815,1.0,120,3,0.053704963,88,15,0.075,3
18134,395,222,51.07692308,298.0657467,350,834,723,1992,27,13.27582285,60,0.030425963,1.333333333,123,5,0.048681542,88,12,0.071428571,4
51417,389,221,39.05405405,214.7837838,230,667,596,1445,24,10.13513514,44,0.030136986,1.0,119,3,0.054794521,86,15,0.0,3
56913,389,221,39.0,211.9736842,248,652,592,1482,24,9.947368421,44,0.029294274,1.0,118,3,0.053928096,87,15,0.191489362,3
52164,389,221,39.31578947,214.5263158,252,678,600,1494,24,10.07894737,45,0.029781602,1.0,119,3,0.054268696,87,15,0.073170732,3
22597,392,222,43.4,252.2666551,319,843,706,1736,24,10.77029237,72,0.041213509,1.5,127,4,0.062392673,87,16,0.22,3
17635,392,222,43.95348837,256.8396884,396,958,745,1890,24,11.00358788,83,0.043206663,1.25,126,6,0.064029151,87,17,0.176470588,5
13530,395,222,50.45974465,283.2791335,378,826,759,2169,27,12.55990884,86,0.039471833,1.25,122,6,0.057830825,88,12,0.0,5
777,392,222,47.36734694,267.06,420,1041,797,2321,24,11.94,105,0.044210526,1.333333333,126,10,0.064,87,18,0.056603774,8
47212,389,221,39.17073171,209.1707317,267,670,640,1606,24,10.02439024,45,0.027272727,1.0,122,3,0.051515152,87,16,0.108695652,3
8008,395,222,52.05,307.1767733,382,887,768,2082,27,13.82061575,76,0.036573628,1.25,123,6,0.054379211,88,12,0.0,5
596,395,222,52.2,308.25,434,898,760,2088,27,13.45,80,0.038295835,1.25,123,6,0.056007659,88,12,0.0,5
24080,392,222,44.35031448,249.8704202,359,953,733,1904,24,10.82461574,68,0.035368571,1.6,123,40,0.057013721,87,17,0.08463296,8
57022,389,221,39.02702703,214.5405405,230,664,594,1444,24,10.0,42,0.028552005,1.0,118,3,0.053025153,87,15,0.177777778,3
31655,389,221,39.21052632,213.3157895,252,675,598,1490,24,10.0,44,0.029177719,1.0,118,3,0.053713528,88,15,0.05,3
4503,395,222,48.93181818,287.161736,347,791,751,2153,27,12.65407037,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
11369,389,221,40.04903008,215.7880025,284,766,696,1859,24,11.11324437,54,0.028511644,1.0,121,3,0.052436431,87,17,0.050013403,3
53043,389,221,39.275,208.55,260,690,612,1571,24,9.775,47,0.029485571,2.2,119,59,0.053952321,87,17,0.069767442,11
9961,395,222,49.48780488,295.0700358,337,805,736,2029,27,12.9908709,65,0.032878098,1.5,122,4,0.051593323,88,12,0.0,3
51778,389,221,38.26190476,205.6428571,264,685,642,1607,24,10.0952381,50,0.030193237,1.0,122,3,0.054951691,86,16,0.023255814,3
26761,395,222,50.56818182,285.0643184,381,865,793,2225,27,12.52494316,88,0.039355993,1.25,123,6,0.057692308,88,13,0.002166647,5
57391,389,221,38.46511628,201.0465116,266,697,633,1654,24,9.511627907,50,0.029481132,1.25,122,66,0.054245283,88,17,0.022727273,5
58264,389,221,39.24324324,215.8378378,230,673,596,1452,24,10.21621622,43,0.029351536,1.0,120,3,0.053924915,86,15,0.0,3
21075,395,222,49.76923077,291.5763312,329,801,723,1941,27,12.68579879,63,0.033386328,1.5,123,4,0.051934287,88,12,0.0,3
15191,395,222,49.67701248,288.5002721,342,774,730,1989,27,12.98950519,66,0.033689142,1.333333333,123,5,0.052404171,88,12,0.066765438,4
11112,395,222,51.85927795,302.4221662,402,877,772,2178,27,13.18620599,79,0.036742661,1.25,123,6,0.055346541,88,12,0.035350505,5
2264,395,222,49.20983848,289.5987355,387,897,745,2116,27,13.1627907,56,0.027125224,1.25,123,6,0.046229429,88,14,0.0,5
31527,389,221,40.23076923,221.3589744,259,660,640,1569,24,11.48717949,47,0.029102167,1.0,123,3,0.052631579,86,15,0.093023256,3
58562,389,221,38.44186047,204.2093023,260,708,644,1653,24,9.581395349,50,0.029832936,1.75,120,31,0.054892601,86,16,0.022727273,7
