,Class
19954,0
41215,1
31167,1
41257,1
33402,1
57666,1
27957,0
14975,0
44546,1
33779,1
34523,1
52359,1
7105,0
10618,0
55174,1
35469,1
19632,0
46534,1
19088,0
39519,1
57957,1
13569,0
47443,1
18966,0
5115,0
9109,0
48213,1
2725,0
19521,0
38833,1
27966,0
8083,0
17739,0
41150,1
45687,1
29922,1
28486,0
21569,0
3537,0
45820,1
12622,0
48464,1
13632,0
51113,1
25089,0
6156,0
27016,0
7867,0
35736,1
23157,0
19795,0
15558,0
35942,1
17158,0
52334,1
44400,1
47600,1
4977,0
4932,0
12366,0
2034,0
4097,0
33512,1
18854,0
13345,0
50854,1
19160,0
26780,0
3479,0
42105,1
6108,0
2527,0
50799,1
31912,1
1028,0
18633,0
34650,1
51891,1
6853,0
35273,1
39031,1
58573,1
54269,1
39282,1
9842,0
8383,0
10697,0
42114,1
4482,0
14790,0
48262,1
16510,0
41605,1
49257,1
12008,0
28944,0
48564,1
44315,1
37269,1
5273,0
56683,1
4613,0
20940,0
31139,1
48763,1
9601,0
11324,0
34367,1
14371,0
53145,1
23004,0
20992,0
18250,0
26300,0
17285,0
4614,0
54163,1
34253,1
28915,0
53466,1
4692,0
55643,1
14568,0
4199,0
55662,1
19110,0
46514,1
35756,1
54097,1
27330,0
51477,1
22199,0
38567,1
46893,1
18679,0
38083,1
47806,1
13423,0
52567,1
40556,1
51825,1
41418,1
20257,0
9687,0
16349,0
20743,0
15344,0
6863,0
10702,0
5532,0
26695,0
37107,1
50864,1
36852,1
19759,0
13670,0
11286,0
34833,1
52066,1
8180,0
50377,1
27320,0
27116,0
6111,0
48442,1
27854,0
991,0
31487,1
51168,1
32268,1
27873,0
19575,0
30301,1
28627,0
45579,1
13818,0
6506,0
20457,0
13400,0
12090,0
12396,0
53028,1
18434,0
9332,0
41452,1
32686,1
55731,1
11068,0
39197,1
20627,0
9424,0
35389,1
13059,0
34728,1
48820,1
19095,0
32049,1
8451,0
49333,1
6672,0
3632,0
592,0
43719,1
1490,0
14891,0
19601,0
1355,0
46026,1
44791,1
29498,1
36657,1
28290,0
48728,1
1901,0
55417,1
53971,1
17604,0
56976,1
50127,1
57354,1
10929,0
21652,0
17531,0
29117,0
55956,1
14624,0
33280,1
52912,1
19542,0
43358,1
29314,1
27502,0
8845,0
4435,0
52609,1
20610,0
44994,1
11659,0
852,0
2293,0
38498,1
31859,1
48129,1
29139,0
3037,0
1507,0
29860,1
45255,1
1225,0
23343,0
2968,0
27123,0
43748,1
49363,1
10809,0
35234,1
15464,0
22999,0
11176,0
57769,1
43675,1
24729,0
12348,0
35116,1
38799,1
44676,1
29598,1
8494,0
57840,1
54780,1
42422,1
11604,0
33330,1
5971,0
52894,1
50536,1
45202,1
35716,1
24609,0
56308,1
23195,0
50847,1
9469,0
16305,0
25933,0
28369,0
43769,1
22657,0
51841,1
25655,0
17949,0
46159,1
34944,1
14096,0
28716,0
4947,0
23448,0
47460,1
24608,0
14447,0
50552,1
14960,0
17940,0
38728,1
20432,0
41283,1
40914,1
55646,1
37001,1
10761,0
10559,0
31516,1
17319,0
30276,1
33277,1
36776,1
12579,0
27224,0
8661,0
20996,0
15447,0
45521,1
34601,1
21967,0
7822,0
31865,1
46587,1
11415,0
16254,0
28415,0
7047,0
55175,1
50140,1
44189,1
36912,1
51395,1
53519,1
7956,0
47807,1
537,0
7545,0
54039,1
13751,0
51808,1
3938,0
45171,1
47159,1
29453,1
22542,0
56328,1
51580,1
34934,1
31856,1
19700,0
2394,0
32204,1
18630,0
2457,0
20632,0
2406,0
3950,0
8281,0
49013,1
34938,1
37667,1
12082,0
16328,0
35516,1
54454,1
37322,1
33492,1
41804,1
56252,1
50727,1
26918,0
52356,1
52368,1
16017,0
27462,0
25157,0
23511,0
37409,1
53572,1
53062,1
7881,0
10336,0
39939,1
7824,0
25938,0
51120,1
53449,1
31611,1
33315,1
28971,0
24545,0
23337,0
16993,0
52599,1
41967,1
55698,1
24079,0
10289,0
57649,1
50697,1
678,0
10764,0
16255,0
16604,0
22016,0
24759,0
21043,0
20030,0
52421,1
55147,1
43638,1
54399,1
11132,0
21708,0
32987,1
19004,0
10156,0
54830,1
49349,1
37796,1
45830,1
57603,1
40546,1
9403,0
20230,0
42280,1
34163,1
52456,1
26694,0
56576,1
47973,1
55308,1
14205,0
19316,0
32594,1
1365,0
50221,1
48707,1
16073,0
43044,1
54813,1
2183,0
45569,1
11346,0
54665,1
8391,0
24016,0
48054,1
53780,1
24569,0
26244,0
52253,1
40079,1
58175,1
31398,1
27808,0
3092,0
1233,0
2299,0
15675,0
10256,0
32975,1
8852,0
50185,1
57764,1
4006,0
48897,1
27148,0
27247,0
17997,0
13909,0
17446,0
28516,0
44304,1
19879,0
25307,0
17020,0
5751,0
52056,1
26430,0
22673,0
55860,1
27125,0
36082,1
56653,1
22678,0
23538,0
49905,1
25393,0
8923,0
49287,1
4570,0
10001,0
31517,1
19051,0
15894,0
39539,1
8091,0
19602,0
50641,1
27494,0
37264,1
53773,1
35378,1
26812,0
52137,1
20339,0
32157,1
28875,0
54755,1
8732,0
30352,1
48761,1
48382,1
53501,1
33429,1
47670,1
56595,1
42595,1
1648,0
36296,1
58322,1
23148,0
13950,0
32654,1
17837,0
55278,1
2167,0
15281,0
36245,1
45954,1
34820,1
657,0
34318,1
56344,1
41293,1
14545,0
26253,0
47917,1
18404,0
52420,1
29407,1
14556,0
7482,0
16136,0
19970,0
45022,1
34175,1
7381,0
47405,1
53877,1
27943,0
17495,0
38229,1
48245,1
30024,1
48148,1
4155,0
15411,0
20488,0
45168,1
50084,1
39372,1
47615,1
41724,1
46838,1
36633,1
23290,0
20863,0
30195,1
3197,0
22538,0
13732,0
43573,1
22438,0
49254,1
24462,0
46272,1
48075,1
85,0
30796,1
18605,0
47700,1
30601,1
34955,1
37904,1
40940,1
30775,1
15691,0
47027,1
19834,0
6051,0
46170,1
33949,1
57588,1
57978,1
4593,0
57798,1
12671,0
27012,0
3127,0
48906,1
38997,1
11903,0
7113,0
25102,0
31944,1
6607,0
17171,0
56737,1
25870,0
21280,0
16951,0
32411,1
49128,1
29545,1
8143,0
7405,0
54723,1
41195,1
30526,1
50921,1
53471,1
29072,0
17930,0
27783,0
56783,1
40381,1
56592,1
5206,0
5041,0
17493,0
32908,1
58102,1
21046,0
50690,1
1741,0
245,0
29026,0
7534,0
47849,1
51620,1
55605,1
18736,0
11203,0
13845,0
7918,0
7525,0
3681,0
7689,0
28430,0
12754,0
39111,1
14741,0
48025,1
3489,0
55742,1
54218,1
13066,0
12925,0
56537,1
16214,0
35126,1
33369,1
44116,1
49170,1
47571,1
26447,0
3793,0
31148,1
13513,0
20999,0
286,0
14390,0
2554,0
50834,1
34896,1
28743,0
40768,1
37712,1
33259,1
4417,0
23421,0
12141,0
49866,1
9049,0
35902,1
27879,0
18836,0
58046,1
55877,1
37298,1
14045,0
45662,1
40191,1
48310,1
6153,0
2013,0
22371,0
55091,1
47071,1
39003,1
28822,0
23969,0
58508,1
47792,1
53966,1
14299,0
47184,1
28563,0
30576,1
56203,1
13559,0
40669,1
15263,0
48495,1
12988,0
26926,0
6246,0
21741,0
45536,1
53655,1
34411,1
24149,0
39490,1
28114,0
28838,0
14192,0
49593,1
8446,0
51158,1
19983,0
35180,1
23124,0
50507,1
5541,0
53960,1
17221,0
18177,0
44493,1
2762,0
20834,0
40081,1
1577,0
39128,1
24671,0
22007,0
35800,1
6321,0
37725,1
40252,1
915,0
37091,1
6502,0
18968,0
27541,0
27535,0
41279,1
25813,0
47306,1
54257,1
56214,1
34171,1
22106,0
12368,0
10249,0
11376,0
54049,1
18756,0
17467,0
36766,1
33527,1
14625,0
28037,0
30969,1
24795,0
39872,1
41232,1
26352,0
49201,1
18015,0
139,0
52080,1
33053,1
41434,1
44417,1
26942,0
54698,1
27639,0
56067,1
10661,0
2662,0
46759,1
4075,0
41545,1
34190,1
4508,0
29537,1
11433,0
53859,1
27630,0
36482,1
17565,0
56255,1
40725,1
44313,1
50560,1
45959,1
9311,0
39687,1
43401,1
25177,0
24676,0
52467,1
8212,0
40787,1
53683,1
15234,0
3466,0
26563,0
1078,0
17597,0
49462,1
1909,0
53443,1
45091,1
24864,0
39225,1
11716,0
10556,0
56742,1
55714,1
11370,0
32223,1
52844,1
24658,0
47855,1
48849,1
37865,1
37558,1
8973,0
26452,0
31486,1
8178,0
23575,0
34468,1
22975,0
50142,1
9537,0
40610,1
10666,0
41845,1
14399,0
37382,1
43969,1
9090,0
5580,0
44377,1
30608,1
8,0
53185,1
24773,0
8192,0
44200,1
17256,0
10479,0
14803,0
31965,1
30252,1
20423,0
54867,1
18039,0
39099,1
33151,1
22398,0
3922,0
2699,0
12853,0
50960,1
30895,1
57864,1
15878,0
52210,1
24117,0
27027,0
47495,1
22938,0
5894,0
56014,1
38400,1
31794,1
24483,0
50,0
19276,0
32454,1
58481,1
12577,0
42433,1
43117,1
33373,1
26009,0
18729,0
32008,1
5481,0
24708,0
30682,1
45679,1
51604,1
9307,0
8317,0
54205,1
23829,0
5993,0
24960,0
55428,1
41755,1
16845,0
47624,1
49960,1
19735,0
3325,0
14656,0
54403,1
43789,1
42722,1
11341,0
332,0
53152,1
32494,1
10571,0
9355,0
46879,1
28878,0
41071,1
36675,1
38726,1
7733,0
26989,0
49708,1
9737,0
45914,1
2999,0
14614,0
47523,1
20351,0
16551,0
26080,0
10765,0
24719,0
49806,1
10448,0
47438,1
44782,1
23550,0
8955,0
501,0
47969,1
54691,1
11325,0
37028,1
1348,0
22518,0
39627,1
57471,1
29755,1
35640,1
7465,0
14681,0
5321,0
27095,0
41455,1
9014,0
14866,0
36285,1
5562,0
32028,1
27691,0
32054,1
11715,0
14734,0
52866,1
4143,0
15237,0
12522,0
31006,1
24227,0
56318,1
6309,0
20361,0
25484,0
10192,0
33974,1
7200,0
498,0
49591,1
11399,0
48538,1
12932,0
50936,1
51292,1
7065,0
26891,0
19977,0
37878,1
30647,1
21021,0
38574,1
30594,1
41823,1
22435,0
18665,0
15139,0
16187,0
36680,1
7225,0
41832,1
39749,1
47575,1
47840,1
46010,1
1162,0
28978,0
46771,1
25889,0
52653,1
18072,0
9072,0
56244,1
38771,1
54188,1
25374,0
36772,1
48903,1
52429,1
54212,1
18391,0
34931,1
42474,1
25512,0
51850,1
58210,1
38293,1
49993,1
49603,1
17480,0
55419,1
1027,0
43531,1
32047,1
90,0
6394,0
41831,1
14094,0
18582,0
23827,0
56191,1
29515,1
2923,0
12274,0
42296,1
50583,1
27567,0
4902,0
31567,1
6179,0
29667,1
46995,1
33177,1
41393,1
5042,0
54805,1
24976,0
31577,1
43954,1
30538,1
49489,1
75,0
14845,0
33872,1
54898,1
29587,1
44310,1
35887,1
31152,1
40251,1
21873,0
782,0
28062,0
51729,1
50085,1
33881,1
18411,0
39955,1
51282,1
6464,0
43870,1
13955,0
46337,1
1516,0
2241,0
41103,1
45534,1
43881,1
18702,0
41749,1
16276,0
34447,1
47648,1
50196,1
50922,1
27145,0
38800,1
16226,0
54676,1
25434,0
8330,0
33351,1
21304,0
1159,0
376,0
38100,1
34143,1
52026,1
644,0
51,0
33694,1
50772,1
23170,0
37824,1
17433,0
1236,0
17284,0
45843,1
12918,0
24511,0
50199,1
34351,1
5215,0
41171,1
21895,0
17113,0
21715,0
23397,0
1114,0
12050,0
55418,1
56145,1
24409,0
40757,1
12888,0
37984,1
38547,1
17814,0
17810,0
54587,1
4588,0
2422,0
26548,0
16180,0
54764,1
7432,0
52946,1
16455,0
16629,0
17428,0
11864,0
20237,0
33169,1
27256,0
6687,0
52350,1
48216,1
6305,0
28742,0
16640,0
18832,0
15204,0
7524,0
13793,0
45270,1
11810,0
41735,1
27042,0
51700,1
38049,1
38969,1
10063,0
57164,1
28741,0
51490,1
27252,0
21283,0
23070,0
31622,1
37571,1
23305,0
22111,0
42423,1
33037,1
3887,0
35965,1
40975,1
13709,0
39409,1
9023,0
40897,1
22899,0
56439,1
43106,1
19093,0
9725,0
33354,1
39998,1
16213,0
28827,0
5962,0
48671,1
28637,0
10868,0
3245,0
20297,0
37429,1
43879,1
49194,1
25903,0
53731,1
7313,0
223,0
43527,1
44636,1
17873,0
17781,0
47487,1
14328,0
1469,0
56129,1
3566,0
49243,1
17696,0
12363,0
16162,0
58292,1
40373,1
52547,1
14791,0
6951,0
49709,1
9881,0
30064,1
39366,1
58162,1
47672,1
48406,1
13151,0
24839,0
1806,0
7413,0
42553,1
47401,1
57708,1
14538,0
10870,0
18226,0
55475,1
19072,0
57578,1
43286,1
40726,1
27732,0
33657,1
44501,1
17550,0
15645,0
8300,0
36134,1
34709,1
46212,1
49248,1
58197,1
28141,0
14361,0
10621,0
9793,0
15642,0
12238,0
14503,0
34662,1
31222,1
19670,0
7427,0
51724,1
31986,1
54720,1
19725,0
54824,1
55890,1
37463,1
4751,0
30293,1
2656,0
16324,0
4501,0
47720,1
24205,0
52624,1
53292,1
49482,1
21863,0
51428,1
12062,0
33147,1
31985,1
6064,0
9381,0
54014,1
45389,1
41684,1
49295,1
35835,1
26508,0
32363,1
27258,0
29013,0
25293,0
38662,1
56059,1
48666,1
27460,0
21449,0
2135,0
43060,1
39640,1
21269,0
18493,0
39596,1
29113,0
14499,0
34002,1
16699,0
34220,1
639,0
3698,0
12513,0
4344,0
32085,1
15267,0
48013,1
54239,1
40047,1
4574,0
1264,0
43564,1
24269,0
20422,0
14169,0
50336,1
12655,0
47862,1
39986,1
5659,0
38439,1
2215,0
844,0
14563,0
41141,1
1480,0
41852,1
35900,1
43406,1
15513,0
43798,1
9297,0
11840,0
57962,1
40359,1
41633,1
44709,1
35087,1
46422,1
57715,1
14168,0
54548,1
36184,1
27797,0
30517,1
1475,0
40749,1
53826,1
43955,1
21187,0
20528,0
35155,1
37576,1
57680,1
46416,1
29910,1
43495,1
44099,1
58161,1
57332,1
48950,1
2513,0
13666,0
44511,1
55206,1
52639,1
12012,0
49815,1
51054,1
30717,1
34780,1
10133,0
44131,1
29685,1
17299,0
20483,0
44869,1
24901,0
47478,1
16679,0
37806,1
24393,0
45780,1
12241,0
25535,0
30653,1
4066,0
41546,1
21356,0
13657,0
1729,0
38238,1
48256,1
30149,1
8860,0
44459,1
8168,0
47429,1
36988,1
46715,1
57379,1
17590,0
7727,0
55727,1
50352,1
21712,0
26481,0
32807,1
56025,1
49861,1
42667,1
24463,0
26479,0
5497,0
5444,0
28158,0
11424,0
14041,0
2804,0
57794,1
42993,1
21595,0
7612,0
31194,1
44391,1
49474,1
18791,0
5790,0
11489,0
21679,0
35925,1
26529,0
5856,0
27488,0
4638,0
55891,1
36350,1
46971,1
33721,1
6386,0
40876,1
13363,0
17666,0
26169,0
22157,0
31737,1
28138,0
6919,0
55656,1
22666,0
17458,0
16101,0
51812,1
18833,0
43180,1
907,0
46238,1
43456,1
57565,1
39394,1
25790,0
51091,1
5852,0
23751,0
6633,0
26864,0
6095,0
7889,0
49631,1
31698,1
34358,1
25841,0
56670,1
39264,1
11192,0
3438,0
26335,0
11727,0
6848,0
25633,0
15778,0
2067,0
14419,0
52954,1
47880,1
36495,1
2879,0
50232,1
38273,1
29363,1
47068,1
43047,1
5545,0
18116,0
8187,0
46965,1
32522,1
57999,1
41,0
27778,0
56746,1
44379,1
35678,1
5465,0
1205,0
15573,0
19752,0
50342,1
52376,1
2882,0
58534,1
58085,1
37751,1
57885,1
55460,1
13447,0
13617,0
48572,1
11900,0
39322,1
30423,1
13019,0
47586,1
37560,1
3068,0
35096,1
9269,0
47837,1
48462,1
26345,0
56218,1
38133,1
9329,0
2109,0
15188,0
47291,1
45162,1
43741,1
21297,0
31273,1
38404,1
12526,0
52996,1
36447,1
7448,0
13176,0
42444,1
52016,1
13899,0
10819,0
55251,1
31500,1
33559,1
22713,0
50779,1
10520,0
38385,1
33532,1
41444,1
32882,1
47634,1
20011,0
29493,1
23008,0
12610,0
40566,1
4235,0
6871,0
23389,0
27973,0
9643,0
38703,1
47794,1
48811,1
12672,0
51798,1
47473,1
5296,0
48392,1
52438,1
15418,0
56002,1
32206,1
51886,1
24978,0
58477,1
19064,0
24216,0
47929,1
27160,0
45435,1
4907,0
511,0
26814,0
40873,1
1818,0
46295,1
8850,0
36659,1
52640,1
41814,1
20099,0
9296,0
33632,1
35725,1
45274,1
52167,1
27056,0
31481,1
18494,0
25825,0
19289,0
15615,0
2236,0
45379,1
37403,1
9265,0
32923,1
26567,0
5068,0
26426,0
24855,0
34493,1
19402,0
53817,1
4295,0
39500,1
52226,1
47115,1
11584,0
14007,0
10486,0
51816,1
4941,0
50343,1
52887,1
25465,0
25820,0
54984,1
26526,0
58458,1
34180,1
7412,0
16272,0
38402,1
11292,0
40126,1
8285,0
23799,0
14436,0
10300,0
38708,1
14174,0
16860,0
18178,0
8310,0
16049,0
39689,1
25586,0
45154,1
49678,1
34302,1
1464,0
39120,1
277,0
56755,1
30718,1
43523,1
25066,0
57269,1
13821,0
3822,0
595,0
39423,1
31716,1
7328,0
39680,1
31574,1
12370,0
35742,1
28521,0
47754,1
15173,0
56327,1
11086,0
12815,0
35247,1
30876,1
36327,1
8166,0
54091,1
43322,1
12388,0
55424,1
47742,1
53442,1
40972,1
50069,1
56436,1
20007,0
41021,1
53115,1
29166,0
49633,1
24583,0
52534,1
4137,0
16813,0
116,0
34678,1
29524,1
52328,1
5175,0
3994,0
37554,1
54714,1
13287,0
26357,0
45407,1
19634,0
41916,1
37424,1
35109,1
54804,1
48415,1
52801,1
23694,0
56430,1
38485,1
26229,0
33461,1
9183,0
22184,0
18129,0
19084,0
31168,1
25603,0
23477,0
32838,1
5865,0
42081,1
42692,1
20271,0
17234,0
28010,0
12848,0
35644,1
1545,0
38340,1
12626,0
6860,0
46192,1
13254,0
25139,0
17803,0
4990,0
42882,1
318,0
22552,0
29931,1
54474,1
36357,1
36626,1
34023,1
23924,0
20729,0
4753,0
44827,1
21517,0
17601,0
450,0
15983,0
11942,0
33458,1
31953,1
57363,1
34073,1
52658,1
38393,1
34129,1
29683,1
1570,0
33964,1
18774,0
50601,1
48400,1
31802,1
16466,0
39182,1
35398,1
45322,1
39154,1
46792,1
43399,1
30869,1
8957,0
15451,0
10762,0
22628,0
13523,0
33717,1
53832,1
24587,0
7930,0
34813,1
51934,1
54589,1
49894,1
47856,1
23045,0
13215,0
38346,1
7178,0
4942,0
38353,1
50057,1
58123,1
10532,0
40324,1
34362,1
36652,1
19068,0
23926,0
50124,1
4596,0
49691,1
13457,0
47915,1
37456,1
51402,1
56323,1
30899,1
43711,1
32332,1
43108,1
49093,1
3652,0
53866,1
51370,1
37457,1
29358,1
36513,1
11570,0
3000,0
31583,1
34720,1
12797,0
32978,1
1916,0
29201,0
33939,1
17156,0
25756,0
52997,1
9940,0
32945,1
37660,1
55457,1
2813,0
21905,0
2886,0
26048,0
44402,1
37911,1
39291,1
31352,1
31925,1
14064,0
38585,1
40619,1
26450,0
28708,0
42052,1
19845,0
8760,0
36322,1
34671,1
26276,0
52004,1
48929,1
25234,0
11010,0
8164,0
39157,1
3526,0
20848,0
10632,0
6775,0
41838,1
4277,0
32773,1
54806,1
32938,1
3118,0
50060,1
38358,1
4551,0
39383,1
15617,0
39319,1
16665,0
25460,0
32169,1
46414,1
28441,0
53167,1
55233,1
51039,1
31223,1
49858,1
20435,0
6958,0
44045,1
37151,1
835,0
26799,0
49535,1
53015,1
14158,0
39644,1
4252,0
21094,0
46285,1
9748,0
39861,1
22004,0
23905,0
52144,1
32179,1
40890,1
10543,0
54213,1
38338,1
40341,1
17793,0
22940,0
44371,1
33642,1
17682,0
25062,0
33762,1
8249,0
41234,1
45973,1
12267,0
16677,0
57149,1
33210,1
49800,1
621,0
37686,1
31160,1
5960,0
32197,1
46356,1
17280,0
25396,0
8523,0
51317,1
37270,1
55120,1
6433,0
26937,0
57340,1
30561,1
36552,1
3784,0
15620,0
36535,1
5031,0
11380,0
4322,0
58185,1
46553,1
33692,1
10883,0
46374,1
27889,0
19863,0
46675,1
33270,1
16334,0
41511,1
53681,1
26365,0
8517,0
44311,1
44038,1
34674,1
11947,0
4685,0
7257,0
31404,1
50189,1
15653,0
21788,0
42666,1
11300,0
58328,1
27112,0
8825,0
28329,0
51211,1
6330,0
12079,0
13185,0
15884,0
44047,1
33680,1
27155,0
42949,1
26061,0
2752,0
6612,0
48132,1
2575,0
33816,1
37201,1
43814,1
54238,1
34256,1
12645,0
38336,1
20311,0
7335,0
43110,1
27505,0
25411,0
4955,0
39501,1
25866,0
32368,1
47899,1
30422,1
42796,1
48518,1
41020,1
55159,1
35016,1
921,0
36595,1
11458,0
36648,1
30200,1
54742,1
55287,1
38763,1
24764,0
49705,1
29022,0
51111,1
56789,1
31504,1
4487,0
24799,0
52046,1
39787,1
14779,0
3407,0
40961,1
34046,1
13445,0
3335,0
52346,1
15132,0
31359,1
57847,1
42926,1
13768,0
40660,1
12126,0
30638,1
20116,0
32060,1
4923,0
7181,0
6045,0
15518,0
20395,0
19154,0
46967,1
36150,1
58117,1
12030,0
24929,0
32745,1
52435,1
34451,1
10430,0
46298,1
45695,1
16342,0
50994,1
4388,0
51917,1
33001,1
30205,1
43991,1
22071,0
44568,1
5002,0
45098,1
47833,1
26600,0
27433,0
10405,0
18683,0
4532,0
5883,0
25738,0
14807,0
6983,0
35395,1
13011,0
47666,1
40691,1
8426,0
19985,0
40440,1
13166,0
22509,0
57207,1
10429,0
9625,0
44683,1
9084,0
53766,1
3669,0
3770,0
32791,1
23085,0
56870,1
10057,0
18472,0
57760,1
31097,1
20690,0
890,0
44237,1
25748,0
39962,1
3650,0
13733,0
54722,1
7467,0
25257,0
49825,1
34515,1
11582,0
33516,1
42040,1
56089,1
57317,1
19785,0
4189,0
23062,0
35882,1
51820,1
47852,1
2283,0
36058,1
47480,1
50956,1
11666,0
8033,0
40096,1
41555,1
36407,1
24003,0
27927,0
55104,1
44471,1
12220,0
18820,0
21224,0
11342,0
46658,1
47605,1
44913,1
35830,1
13177,0
54942,1
42822,1
41267,1
10454,0
13473,0
2258,0
2916,0
42721,1
11674,0
39326,1
4414,0
52444,1
21643,0
28484,0
40220,1
41064,1
28351,0
44342,1
40928,1
14988,0
35435,1
14733,0
44624,1
54006,1
52355,1
35788,1
43379,1
4321,0
39297,1
37508,1
6596,0
18826,0
37971,1
48048,1
54433,1
55606,1
17763,0
40322,1
48326,1
53166,1
42746,1
29186,0
6900,0
42093,1
55387,1
10461,0
53994,1
25616,0
24116,0
51868,1
14019,0
6726,0
42516,1
33439,1
36388,1
31648,1
40271,1
9210,0
41337,1
26034,0
3336,0
19442,0
14723,0
3867,0
37868,1
43429,1
27101,0
31357,1
11818,0
46398,1
4473,0
38836,1
210,0
38306,1
5830,0
44146,1
11785,0
26925,0
57774,1
54731,1
41190,1
14155,0
23512,0
6457,0
30319,1
4306,0
11401,0
30667,1
20688,0
31693,1
52401,1
35545,1
1315,0
4411,0
55748,1
41990,1
26022,0
21893,0
52223,1
55220,1
12229,0
32137,1
37381,1
3154,0
9691,0
13134,0
17542,0
54202,1
29642,1
5121,0
35252,1
17956,0
49977,1
57023,1
52209,1
49438,1
10669,0
40366,1
38294,1
48750,1
36767,1
26060,0
26499,0
44018,1
5834,0
15320,0
47825,1
33561,1
24973,0
22209,0
35907,1
36596,1
14315,0
46517,1
19155,0
40778,1
4548,0
57518,1
16358,0
11609,0
9648,0
41281,1
27917,0
49772,1
29945,1
33291,1
40652,1
34996,1
51276,1
19418,0
10236,0
30844,1
14668,0
39180,1
23564,0
54048,1
581,0
28748,0
3080,0
40142,1
39504,1
42774,1
4151,0
48578,1
25110,0
12633,0
13520,0
1503,0
24808,0
810,0
4467,0
51686,1
25453,0
57881,1
1578,0
9001,0
6940,0
26324,0
37167,1
54709,1
38934,1
44953,1
36227,1
28015,0
51994,1
7088,0
7076,0
39110,1
2272,0
28041,0
46954,1
34901,1
6221,0
36117,1
9831,0
24455,0
30749,1
42117,1
46510,1
43342,1
958,0
53571,1
12603,0
13351,0
17411,0
48649,1
837,0
24038,0
27709,0
17149,0
22905,0
14021,0
31414,1
41634,1
36876,1
29085,0
2248,0
6234,0
9331,0
3165,0
44436,1
30434,1
35031,1
55469,1
36891,1
39088,1
47723,1
11389,0
27537,0
46830,1
50067,1
5742,0
53417,1
2538,0
38691,1
27809,0
49127,1
37743,1
16547,0
49411,1
6674,0
54939,1
40572,1
52986,1
3398,0
18320,0
8653,0
45238,1
46842,1
48577,1
53285,1
37658,1
13469,0
52441,1
40038,1
40335,1
9309,0
30374,1
50175,1
39207,1
12496,0
20952,0
32301,1
43465,1
5653,0
11795,0
46020,1
50217,1
2542,0
35816,1
50685,1
34313,1
16970,0
28811,0
20408,0
41079,1
40910,1
34743,1
57998,1
42886,1
9188,0
13874,0
19199,0
32944,1
25487,0
52505,1
15651,0
45796,1
42225,1
9387,0
18495,0
50783,1
26582,0
56800,1
35636,1
22921,0
2425,0
8013,0
31250,1
34941,1
15477,0
4219,0
32540,1
15318,0
23632,0
2724,0
26581,0
15382,0
43636,1
5172,0
4811,0
40899,1
52952,1
1723,0
53082,1
23828,0
423,0
56977,1
6499,0
3015,0
28166,0
41642,1
46340,1
43123,1
54329,1
49492,1
29855,1
27501,0
34064,1
42494,1
41783,1
38260,1
18162,0
11677,0
42601,1
2046,0
30223,1
50669,1
51703,1
10528,0
4602,0
22879,0
26409,0
10292,0
52205,1
31035,1
19254,0
19252,0
39405,1
15755,0
40140,1
5236,0
7901,0
56546,1
38211,1
28394,0
36329,1
53633,1
56421,1
7503,0
50917,1
10608,0
41488,1
56693,1
1090,0
55033,1
4972,0
1257,0
41227,1
1190,0
50939,1
19052,0
29220,0
18772,0
23950,0
1359,0
44615,1
31701,1
35520,1
45678,1
53909,1
15428,0
2267,0
24730,0
972,0
30644,1
19058,0
23494,0
56127,1
363,0
31383,1
37198,1
32742,1
24053,0
35405,1
52141,1
6521,0
8499,0
31784,1
948,0
35470,1
37359,1
27742,0
30255,1
3231,0
19593,0
34004,1
2998,0
46290,1
53366,1
41208,1
53355,1
26946,0
45345,1
23059,0
5890,0
36682,1
11213,0
38579,1
15723,0
36737,1
28991,0
9761,0
5049,0
27235,0
6679,0
14925,0
32055,1
42803,1
33995,1
23168,0
13198,0
30178,1
31206,1
9038,0
43804,1
29682,1
6866,0
19040,0
7902,0
42001,1
34859,1
34764,1
37659,1
30529,1
53513,1
17510,0
21341,0
12491,0
44898,1
22829,0
22681,0
28739,0
4257,0
17137,0
35628,1
16071,0
38116,1
1765,0
5809,0
38499,1
4521,0
55282,1
2080,0
16485,0
12543,0
800,0
44084,1
41072,1
56247,1
31365,1
31939,1
33465,1
24408,0
283,0
57608,1
26294,0
15667,0
28097,0
14126,0
217,0
52710,1
2043,0
12024,0
43121,1
43338,1
14966,0
15643,0
797,0
54527,1
9180,0
23099,0
7933,0
37732,1
30182,1
54482,1
47376,1
34230,1
46785,1
54644,1
38950,1
46982,1
25006,0
12675,0
50938,1
10594,0
15017,0
54543,1
7666,0
3482,0
16642,0
16227,0
13988,0
13510,0
14200,0
2859,0
11521,0
7353,0
12832,0
7229,0
26707,0
44718,1
20684,0
33345,1
6993,0
19395,0
35567,1
46851,1
52443,1
37819,1
54776,1
43314,1
42877,1
27920,0
35070,1
39780,1
22545,0
23074,0
7838,0
1946,0
36948,1
25574,0
16716,0
39167,1
27651,0
2647,0
36467,1
25691,0
45936,1
42062,1
46626,1
28884,0
14331,0
13667,0
43780,1
42351,1
11124,0
8273,0
56781,1
56809,1
5522,0
9815,0
13640,0
9211,0
55498,1
49068,1
53159,1
40448,1
43181,1
5798,0
46719,1
35151,1
26246,0
24290,0
52484,1
14659,0
30019,1
25258,0
23133,0
55448,1
19346,0
33827,1
55160,1
57867,1
